NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
NIBAJE,125010101015.0,638.0,53661450,3449.25,366.9327866,192.63894769,44.642409557,15.714527594,18.071340461000002,2.148710365,1.32544711584,3451699,181.27033663,35.846267831,6.432363141606384,0.33678845846395,38.427110700587086,5255.355124447344,1039.2481794882945
CENTRO DE LA CIUDAD,125010101016.0,3173.0,654252704,8039.269029398329,1287.9229642,1184.8159447589999,374.4933141286,146.960671360234,178.80717660213,21.4128484936142,5.9996043201865,76491465,780.593352800459,156.8582309871094,11.691425191137203,0.674845524538739,74.62872928181531,9709.75532658446,1951.1504144655912
PUEBLO NUEVO,125010101017.0,2040.0,130200881,11583.0,1226.2035422,602.3700992199999,128.941079463,41.877520962,40.607739914999996,5.90487371922,3.21858147767,6513242,461.71843293,80.014739922,5.002456011388509,0.289454594079412,27.787114544332212,3986.173123802124,690.7946121212121
ENSANCHE BOLIVAR,125010101018.0,1498.0,291785277,15021.240806580496,880.2840417,448.76299718,100.15283992,33.622325714,35.1778427606,4.81862110325,3.9098705803,14476209,656.63546203,119.85005661,4.961254086395239,0.32167030061749,26.02894548223451,4371.379638240947,797.870549798364
LOS CIRUELITOS,125010101019.0,2234.0,124104513,1356.75,1264.6551663,698.8521622000001,161.24820633000002,54.18444672,55.060133379999996,8.112316897,0.491996659044,8596214,67.50244732,12.084660547,6.926592674830641,0.363129673097583,36.26288255345494,4975.3047591671275,890.7065079786255
LAS COLINAS,125010101020.0,2196.0,552239946,9674.156424717643,1199.1676623,722.1697188100001,163.89709332,54.8865648893,55.87892834934,5.685596710747,2.16717934009,38455266,481.87706555,83.85465784,6.963506741992763,0.258906954041302,22.40173969642271,4981.075810587427,866.790386247527
URBANIZACIÓN  LOS REYES,125010101021.0,3178.0,840715436,16790.038666233897,1774.1508552999999,1025.0510346,227.96005815,75.459319023,75.378719231,8.44631383528,4.73169357305,58044192,810.66862465,143.516615819,6.90414254710729,0.265774507088735,28.181552568820535,4828.271338530739,854.772396132853
BUENOS AIRES,125010101022.0,2292.0,218524372,9575.550000000001,1223.8996114,751.8366219,184.06451914,64.133614233,68.06572843000001,9.9653432753,3.55964957938,15507065,550.9736559,101.772295767,7.096263162146542,0.434788101016579,37.17436157066695,5753.963541519808,1062.834988768269
GREGORIO LUPERÓN,125010101023.0,1094.0,521205577,14303.250000000002,618.4398757,351.6221548,76.08931825,24.583165926,23.265523997,2.1232842533,2.3838793231,33570045,617.44293801,104.32455464499999,6.440845319830234,0.194084483848263,16.666696891265968,4316.801691993078,729.3765727719223
MEJORAMIENTO SOCIAL,125010101024.0,1815.0,183771690,12434.85,1075.3303776,543.4511857,117.71570455,38.926595142,39.5761257786,5.024261069490001,2.50542653814,10484665,505.96772405,91.089324598,5.705266466178182,0.276818791707438,20.148425900915573,4068.949155397934,732.5325564683129
LOS JARDINES METROPOLITANOS,125010101025.0,1480.0,543001990,4486.894216505317,1000.244262,370.9744216063,68.78848230474,21.015789877762998,18.977054819644,1.7157187493044,0.426814691686,21880159,114.846980281,19.018112378,4.029480465322184,0.115926942520568,9.512475023724337,2559.6097153021415,423.8591653897412
LA TRINITARIA,125010101026.0,432.0,839208170,2440.8,344.3844304,69.312130283,12.063742105,3.4356748648,2.804012746,0.222127749324,0.0518316610101,11051046,21.133671393300002,3.24219517799,1.316842052965771,0.051418460491667,2.123552155444936,865.850188188299,132.8332996554408
LA ZURZA,125010101027.0,1008.0,370875651,4873.386718627739,643.3789085999999,282.4284569,52.60507886,15.577534571,14.010018257,1.2070802693,0.31667517448,14789465,114.417222944,17.865290722,3.987715264541688,0.11975002671627,6.49805141195875,2347.79691311298,366.58881704816883
EL  ENSUEÑO,125010101028.0,2475.0,286596640,13896.952233970876,1588.5984188,679.04051741,129.441098228,40.153975107,37.765990432,4.3773774555,2.14103044821,13299173,413.37860878,70.291826764,4.640379918508014,0.176863735575758,15.4064748310517,2974.599047476774,505.8075006703467
PEKÍN,125010101029.0,3548.0,307221868,26611.200000000004,2511.5772578,823.8279019400001,139.917193527,40.080329724,32.597324399,4.8096088699,3.4051259538,10692770,541.70778351,85.942395768,3.480471774572703,0.13555831087655,12.795837669101727,2035.6383158594876,322.9557320526695
REPARTO UNIVERSITARIO,125010101030.0,1083.0,682815471,6875.781724700995,711.9901033,293.51748776,51.789584036,14.55137649,11.151450294,0.8975067699,0.4924452864,22291900,162.823490684,24.6078308146,3.264703417600706,0.082872277922438,7.162026168325098,2368.072420028439,357.89139038834327
VILLA OLGA,125010101031.0,2507.0,981517622,12480.750000000002,1597.9414646,716.91931987,128.918348927,36.097201946,27.1237076365,1.86129573458,0.76141177423,43082708,311.238695791,46.049205923,4.389397292514712,0.074243946333466,6.10068925529315,2493.7499412375055,368.96184863089155
REPARTO DEL ESTE,125010101032.0,940.0,313413335,4129.650000000001,585.2572236,277.204289635,51.961569362,14.654680042999999,10.922206886,0.8310834977,0.2953387693,12761505,113.206005509,16.91904251,4.071780979229418,0.088413138053191,7.151665862724444,2741.297822067245,409.696766311915
LOS CERROS DE GURABO,125010101033.0,2966.0,1318546695,16902.07883635194,1859.2040969,862.8723465,161.43613069,46.274001219,36.213466173,3.22254778221,1.21863167363,54748551,413.618484234,63.2207037688,4.152189049159932,0.108649621787256,7.209951423306836,2447.1456336152874,374.04099448896693
REPARTO CONSUELO,125010101034.0,935.0,324003320,5914.976609256773,585.5007168,261.8694538,53.041015722,17.150230296,17.4385820658,1.90913024897,0.89167635397,16503755,202.04444991,35.53243618,5.09369944175848,0.204185053365775,15.074892309371965,3415.8114774926767,600.7198088390194
GURABO,125010101035.0,4293.0,1097152106,2873.3240544958894,2686.9183898,1198.67790286,247.137038678,80.028550239,80.238105038,10.25660487398,0.5225412537772,51904766,90.2487256416,15.54123583729,4.730863315464042,0.238914625529467,18.185949230459396,3140.9170678256023,540.8800240603782
HOYA DEL CAIMITO,125010101036.0,1084.0,77776319,6937.650000000001,668.7212325,312.8662653,63.85521892,20.04109826,18.51615987,2.7091643436,1.6960528355,4154030,242.02866483,40.926998682,5.340996003682759,0.249922909926199,24.447079854129278,3488.626045274697,589.9259645845494
ARROYO HONDO ARRIBA,125010101039.0,2144.0,465808904,13467.600000000002,1594.1318959,444.0079459,70.14275199000001,19.66198288,16.055437699,1.7429955888,0.95443050139,13873293,222.453730985,34.9934750498,2.978322865819999,0.081296436044776,7.086864039546763,1651.7696618922446,259.8345291648103
LOS ÁLAMOS,125010101038.0,1806.0,542973368,7640.802316029437,1265.9151884,431.40627273,71.51352331300001,20.3755072372,16.7895071956,1.98308151817,0.672192055375,17902596,144.7751787103,22.93565152999,3.297140676652786,0.109805178193245,8.797401471372007,1894.764093118598,300.1733401985012
HATO MAYOR,125010101040.0,2162.0,146520338,14458.500000000004,1489.3220852,528.3319102,93.218740676,27.410409173999998,23.716910935399998,3.31886825319,2.33477745827,5715742,341.39280592,57.038379844,3.900988932575386,0.15350916989778,16.14813056866203,2361.191035861257,394.4972150914686
JARDINES DEL ESTE,125010101041.0,1083.0,487202669,4337.417350553154,731.1083482,277.63818985,48.471856432,14.0411754,11.7404316297,1.06891524786,0.337872160219,18847029,97.491976625,15.5136899266,3.868416679612142,0.098699468869806,7.789708319765699,2247.696468788432,357.67113636462784
ARBOLEDA,125010101042.0,9.0,2516372,459.0000000000001,6.657441299999999,1.9252179,0.28441737,0.076339503,0.056584485,0.0056584449,0.028858068,71446,6.779118,1.0205732,2.839251028871483,0.06287161,6.287160784313723,1476.9320261437906,222.34710239651415
EL DORADO,125010101043.0,1664.0,586086501,10392.125813797153,1083.2125617,455.51130727,82.143684178,23.794971782,19.3374515625,1.57135413682,0.74946995613,24578253,254.186009589,39.387302771,4.193622083288319,0.094432339953125,7.21190225713937,2445.948154818611,379.0110269710868
LOS RIELES,125010101044.0,1939.0,793026091,641.6913067445188,1270.9125177,521.0407432,94.56692073,28.191540607,24.288242379899998,2.5734607156,0.079214877413,34508175,16.9756459504,2.76197835248,4.35145515271071,0.132721027106756,12.344701662685669,2645.453627309095,430.4216565582439
LA HERRADURA,125010101045.0,4968.0,960871317,22738.806927486014,2970.8020472,1462.89618331,318.43358253,106.341375623,109.52681358059999,13.06510165103,5.031803243252,52594793,868.0352844,152.624279571,5.473656280569446,0.26298513790318,22.12870384668116,3817.4178934196593,671.2061897430167
LA BARRANQUITA,125010101046.0,463.0,548947098,1202.7288372131327,308.9811233,115.87086478,23.517780509,7.509810156,7.120393745,0.88325506,0.100552404158,20058818,32.920848081,5.7513953291,3.654053072975849,0.190767831533477,8.360355305938453,2737.179575512762,478.1955126665687
LA FARDIQUERA,125010101047.0,698.0,321474984,2913.2999999999997,480.2384885,173.181754636,29.325024205,8.3914960618,6.863268356,0.66863688579,0.241603116356,9651700,60.879598387,9.5936860734,3.002317724243438,0.095793250113181,8.293108034050732,2089.7126415748467,329.3064934404284
BUENA VISTA,125010101048.0,1402.0,399886118,12487.324802582232,829.1258504,423.70273776,90.01696821,29.49764222,29.6568018228,3.34053256217,2.56640977118,24924551,571.11399778,106.096427451,6.232912327457687,0.238269084320257,20.552118342027082,4573.549633800671,849.6329608489123
LAS ANTILLAS,125010101049.0,1092.0,300675183,3154.3559161219614,555.1072181,374.6876811,92.99684414,32.89778686,36.3104433,3.840079367,1.13473628112,26129421,207.4685491,38.038851756,8.69024873027255,0.351655619688645,35.973628572487506,6577.207982131155,1205.9150193414396
LOS MORÁN,125010101050.0,59.0,77338447,321.72160033392225,29.306811800000002,20.33290632,5.3167376,1.906335174,2.137207368,0.3172133047,0.09350418,2578333,19.83320577,3.852349246,3.333830830956419,0.537649668983051,29.06369354838154,6164.710653376913,1197.4170344799845
ALTOS DE RAFEY,125010101051.0,1489.0,628257244,7329.079429124734,759.2929868,498.97335276,127.65957093,46.795663738,56.27838902,6.535232964,1.90582223393,43865655,477.93991299,94.985375177,6.982116818821186,0.438900803492277,26.003569102505963,6521.145221741408,1296.0069009423125
ZONA INDUSTRIAL,125010101052.0,621.0,343201770,1158.1063863279098,373.4485823,176.884993,41.58467973,14.289351518,14.792406013,1.1759615687,0.28094133399,13306136,68.13367938,12.46358945,3.877059290486232,0.189365792061192,24.258681007778623,5883.196931159002,1076.2041896271023
LA TERRAZA,125010101053.0,508.0,161645701,4011.563013938543,284.6030394,160.4241864,36.4568525,12.505309062,14.010615954,1.463462835,0.6159032088,10857372,195.97954872,36.80272268,6.716771126589234,0.28808323523622,15.353197909642398,4885.366328262851,917.4160433757507
URBANIZACIÓN HENRÍQUEZ,125010101054.0,1464.0,269531987,8768.217728748834,876.8532126,436.6136563,92.132143175,29.690112548000002,28.7108614748,3.85512484734,1.74578583121,13795758,309.12967899,52.684683889,5.118412302676751,0.263328199954918,19.910384130699637,3525.5702875219404,600.8596674813383
LOS SANTOS,125010101055.0,766.0,64484041,7461.45,404.9636566,249.2540586,61.35762312,22.47366662,27.95100928,3.094193686,2.2649180272,5550896,493.5572071,101.9330177,8.608170361017843,0.403941734464752,30.354931376609102,6614.762641309666,1366.1288047229425
RINCÓN LARGO,125010101056.0,92.0,186074712,383.4000000000001,76.4520151,12.88710004,1.86531823,0.473505398,0.322065935,0.0280986982,0.01088053769,3533414,3.3051764349,0.4754686923,1.898921995719541,0.03054206326087,2.837907587376108,862.0700143192486,124.01374342723001
VILLA OLÍMPICA,125010101057.0,3421.0,777190170,35752.71400073393,2367.9610933,823.18760238,147.169598043,43.8769262508,38.8047537557,5.070478869978,4.00623014333,27394322,795.36526175,132.011136532,3.524790058355004,0.148216277988249,11.205387493793506,2224.6290497937375,369.23388957070523
ÁREA MONUMENTAL,125010101058.0,1.0,1635840,0.0,0.9972321,0.001500459,0.0006980692,0.0002865205,0.0002828543,1.414272e-05,0.0,1095,0.0,0.0,0.066940329500485,0.001414272,0.0,0.0,0.0
PONTEZUELA AL MEDIO,125010101059.0,1586.0,482176237,7824.335083290976,1053.8878843,418.15606829,74.67349487,21.538914636,17.7436514349,1.83640483877,0.801251022341,19441428,186.473251042,29.7563063937,4.032016981175227,0.115788451372636,10.240499848378011,2383.24725432858,380.30460194943834
EL PLAY,125010201001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRO DEL PUEBLO,125010201002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAS MERCEDES,125010201003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ALTAGRACIA,125010201004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ARCILLA,125090101001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA CORPORACIÓN,125090101002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAITOA,125010401001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANELA ABAJO,125010501001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUEVO,125010501002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANELA ARRIBA O CENTRO DEL PUEBLO,125010501003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO ARRIBA,125010601001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS COCOS O SAN FRANCISCO ABAJO,125010601002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALMARITO,125010601003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINIGUA,125010601004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL PORTÓN,125010701001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL TAMARINDO,125010701002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSANCHE HERMANAS MIRABAL,125010701003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA MINA,125010701004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAZ,125010701005.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA RINCONADA,125010701006.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS JIMÉNEZ,125010701007.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONSEÑOR ELISEO PÉREZ,125010701008.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRADERAS DEL YAQUE,125010701009.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ANTONIO,125010701010.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URBANIZACIÓN GRULLÓN,125010701011.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA FÁTIMA,125010701012.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA PROGRESO,125010701013.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATEO PELÓN,125010701014.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL CERRO,125020101001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRO DEL PUEBLO,125020101002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS CANDELONES,125020101003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUARTE,125020101004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEREMÖAS O NUEVO,125020101005.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JALISCO,125020101006.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA MELLA,125020101007.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ANTONIO (EL BOLSILLO),125020101008.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA TRINITARIA,125020101009.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ROTONDA,125020101010.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27 DE FEBRERO,125020101011.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ALTAGRACIA,125020101012.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN MIGUEL,125020101013.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERMANAS MIRABAL,125020101015.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANOLO TAVµREZ JUSTO,125020101016.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL ABANICO,125020101017.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICA PIEDRA (EL CANAL),125020101018.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINERVA O SIMàN BOLÖVAR,125020101019.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ESCUELA O EL CALLEJàN DE LA TOMA,125020101020.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEJÖA ARRIBA,125020101021.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEJÖA ABAJO,125020101022.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOMA DE PERRO,125020101023.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOS?,125020101024.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONTàN,125020101025.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA ESTACIàN,125020101026.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRO DEL PUEBLO,125030101001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL PLAY,125030101002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUEBLO NUEVO,125030101004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL CAIMITO,125030301001.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL PALERO,125030301002.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS COROCITOS,125030301003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS CABALLOS,125030301004.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PASO AFUERA,125030301005.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA ALBA,125040101001.0,145.7496615862042,4178146,572.57901945,100.332915,34.7709597,6.54501238,2.06889002,2.03185472,0.225212743,0.0714432173,185177,16.1098143,2.99410033,4.432046761764382,0.154520251058557,12.477442391903553,2813.553021113931,522.9147817668959
LOS OSORIAS,125040101002.0,209.38267269847685,11589155,822.5619471000001,144.9526438,48.7368265,9.42801681,3.0739029,3.19127617,0.348345307,0.0996377582,527985,24.61282008,4.68499869,4.555857115385894,0.166367781302342,12.113100849277055,2992.2147707870786,569.5618070489758
LOS SOLANO,125040101003.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL CENTRO,125040101004.0,1020.4632336412167,51039968,4008.9001329000002,694.5416874,251.269929,46.45340684,14.44727455,13.75086999,1.572050457,0.5954450247,2258086,110.77671304,20.3076486,4.424152189642296,0.154052630724442,14.853077027620062,2763.2694596426672,506.5640930623443
URBANIZACIàN LAS ESMERALDAS,125040101005.0,32.39580183125566,1755073,127.26723509999997,22.9060992,7.1769827,1.376071,0.45265802,0.48399156,0.051297469,0.0115280729,76866,3.6796377,0.70936137,4.379633352245415,0.158346038993571,9.058162449228854,2891.268673440365,557.3794146172978
